,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,ind,Group,Deck,Num,Side,Minor,Total_Expense,Expenditure
3379,Europa,0,TRAPPIST-1e,29.0,0,125.0,5151.0,9.0,1.0,1.0,Mardach Contery,train,1,B,140,S,0,5287.0,1
3380,Earth,0,55 Cancri e,38.0,0,0.0,695.0,0.0,49.0,876.0,Belly Schwardson,train,1,E,244,S,0,1620.0,1
3381,Earth,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,Troya Schwardson,train,2,G,589,S,0,0.0,0
3382,Earth,1,PSO J318.5-22,23.0,0,0.0,0.0,0.0,0.0,0.0,Erick Pacerty,train,1,G,595,P,0,0.0,0
3383,Earth,0,TRAPPIST-1e,48.0,0,0.0,0.0,1.0,0.0,0.0,Lilasa Powery,train,2,G,595,P,0,1.0,1
3384,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Mathy Powery,train,3,F,0,S,1,0.0,0
3385,Earth,0,TRAPPIST-1e,46.0,0,105.0,335.0,0.0,72.0,388.0,Tricky Rodricker,train,1,F,757,P,0,900.0,1
3386,Mars,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,Carde Bun,train,1,F,686,S,0,0.0,0
3387,Mars,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,Masal Pepie,train,1,D,124,P,0,0.0,0
3388,Mars,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Skies Pepie,train,2,D,124,P,0,0.0,0
3389,Mars,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,Oats Pepie,train,3,D,124,P,0,0.0,0
3390,Mars,1,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,Tifet Pepie,train,4,D,124,P,0,0.0,0
3391,Mars,1,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,Dills Pepie,train,5,D,124,P,0,0.0,0
3392,Europa,1,55 Cancri e,22.0,0,0.0,0.0,0.0,0.0,0.0,Mirara Dedinder,train,1,C,132,S,0,0.0,0
3393,Earth,0,PSO J318.5-22,39.0,0,0.0,0.0,0.0,1144.0,0.0,Tany Mcculley,train,1,F,687,S,0,1144.0,1
3394,Earth,1,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,Darrie Keithunts,train,1,G,596,P,0,0.0,0
3395,Earth,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,Lina Frandriquez,train,1,G,591,S,0,0.0,0
3396,Earth,0,TRAPPIST-1e,29.0,0,97.0,0.0,444.0,366.0,0.0,Ally Thonyderson,train,1,G,592,S,0,907.0,1
3397,Earth,0,55 Cancri e,14.0,0,1.0,0.0,827.0,0.0,3.0,Lorie Coolerson,train,1,F,689,S,0,831.0,1
3398,Earth,0,TRAPPIST-1e,15.0,0,0.0,398.0,0.0,467.0,0.0,Sha Coolerson,train,2,F,689,S,0,865.0,1
3399,Earth,0,TRAPPIST-1e,17.0,0,0.0,432.0,0.0,3003.0,0.0,Deandy Moreman,train,1,F,690,S,0,3435.0,1
3400,Earth,1,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,Kelle Daughttley,train,1,G,593,S,1,0.0,0
3401,Earth,0,TRAPPIST-1e,24.0,0,3.0,2053.0,335.0,0.0,4.0,Vin Daughttley,train,2,E,245,S,0,2395.0,1
3402,Earth,0,TRAPPIST-1e,18.0,0,42.0,0.0,671.0,71.0,0.0,Rhonya Chroeders,train,1,G,594,S,0,784.0,1
3403,Europa,0,55 Cancri e,22.0,0,0.0,171.0,2233.0,1.0,800.0,Menkibi Poselfle,train,1,B,142,S,0,3205.0,1
3404,Europa,1,55 Cancri e,38.0,0,0.0,0.0,0.0,0.0,0.0,Betenar Poselfle,train,2,B,142,S,0,0.0,0
3405,Mars,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,Colax Forne,train,1,F,691,S,0,0.0,0
3406,Earth,1,55 Cancri e,29.0,0,0.0,0.0,0.0,0.0,0.0,Rickie Hendrewsons,train,1,G,595,S,0,0.0,0
3407,Europa,1,55 Cancri e,26.0,0,0.0,0.0,0.0,0.0,0.0,Marinon Bewarsecal,train,1,A,42,S,0,0.0,0
3408,Europa,1,55 Cancri e,41.0,0,0.0,0.0,0.0,0.0,0.0,Beide Crakenecal,train,1,C,120,P,0,0.0,0
3409,Earth,0,TRAPPIST-1e,50.0,0,43.0,661.0,1.0,85.0,0.0,Deany Avidson,train,1,E,246,S,0,790.0,1
3410,Earth,0,55 Cancri e,34.0,0,232.0,457.0,1.0,218.0,0.0,Ebonya Buchansen,train,1,G,600,S,0,908.0,1
3411,Earth,0,PSO J318.5-22,24.0,0,105.0,0.0,37.0,518.0,0.0,Glenna Valezaley,train,1,F,694,S,0,660.0,1
3412,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,788.0,0.0,3.0,Anny Bellarkerd,train,1,E,247,S,0,791.0,1
3413,Europa,0,TRAPPIST-1e,45.0,0,0.0,0.0,0.0,0.0,0.0,Diphah Dervalt,train,1,B,116,P,0,0.0,0
3414,Europa,0,55 Cancri e,35.0,0,0.0,388.0,0.0,1792.0,2891.0,Weias Platch,train,1,C,121,P,0,5071.0,1
3415,Europa,1,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,Alasmon Meteet,train,2,C,121,P,0,0.0,0
3416,Europa,1,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,Tarrak Irived,train,1,B,144,S,0,0.0,0
3417,Europa,0,TRAPPIST-1e,21.0,0,4.0,0.0,137.0,1640.0,455.0,Giedir Irived,train,2,B,144,S,0,2236.0,1
3418,Mars,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,Wealke Ica,train,1,F,761,P,0,0.0,0
3419,Earth,0,TRAPPIST-1e,24.0,0,25.0,284.0,0.0,330.0,64.0,Meremy Hineyley,train,1,F,696,S,0,703.0,1
3420,Mars,0,55 Cancri e,2.0,0,0.0,0.0,0.0,0.0,0.0,Tark Onbre,train,1,F,697,S,1,0.0,0
3421,Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Pants Onbre,train,2,F,697,S,1,0.0,0
3422,Mars,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,Donut Onbre,train,3,F,697,S,0,0.0,0
3423,Earth,0,TRAPPIST-1e,35.0,0,0.0,30.0,357.0,435.0,0.0,Lestie Fowlesterez,train,1,F,762,P,0,822.0,1
3424,Mars,0,TRAPPIST-1e,34.0,0,1404.0,0.0,4.0,359.0,0.0,Lig Cotte,train,1,F,763,P,0,1767.0,1
3425,Earth,0,TRAPPIST-1e,26.0,0,808.0,60.0,0.0,16.0,3.0,Kell Mcmahoney,train,1,G,598,P,0,887.0,1
3426,Earth,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Warry Sandry,train,1,G,603,S,0,0.0,0
3427,Europa,1,55 Cancri e,32.0,0,0.0,0.0,0.0,0.0,0.0,Golaron Tronsive,train,1,C,123,P,0,0.0,0
3428,Europa,0,55 Cancri e,25.0,0,0.0,17432.0,0.0,241.0,2102.0,Gorab Tronsive,train,2,C,123,P,0,19775.0,1
3429,Europa,1,55 Cancri e,30.0,0,0.0,0.0,0.0,0.0,0.0,Dabiton Tronsive,train,3,C,123,P,0,0.0,0
3430,Europa,0,TRAPPIST-1e,57.0,0,0.0,3859.0,13.0,195.0,3874.0,Azhah Tronsive,train,4,C,123,P,0,7941.0,1
3431,Earth,0,TRAPPIST-1e,23.0,0,58.0,396.0,15.0,0.0,180.0,Coreee Midtt,train,1,F,767,P,0,649.0,1
3432,Mars,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,Tors Ramad,train,1,E,220,P,0,0.0,0
3433,Earth,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,Ots Coflé,train,1,F,768,P,0,0.0,0
3434,Mars,0,TRAPPIST-1e,20.0,0,1377.0,267.0,36.0,0.0,0.0,Shersp Coflé,train,2,F,768,P,0,1680.0,1
3435,Earth,0,TRAPPIST-1e,21.0,0,120.0,235.0,0.0,0.0,0.0,Dia Loway,train,1,F,699,S,0,355.0,1
3436,Earth,0,TRAPPIST-1e,19.0,0,238.0,1.0,28.0,207.0,119.0,Murie Hubert,train,1,F,769,P,0,593.0,1
3437,Mars,0,TRAPPIST-1e,16.0,0,424.0,0.0,246.0,370.0,0.0,Nilly Kidie,train,1,F,770,P,0,1040.0,1
3438,Mars,0,TRAPPIST-1e,18.0,0,131.0,0.0,980.0,1.0,0.0,Honda Kidie,train,2,F,770,P,0,1112.0,1
3439,Earth,0,TRAPPIST-1e,18.0,0,622.0,53.0,8.0,47.0,39.0,Marvey Delangleton,train,1,G,604,S,0,769.0,1
3440,Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,889.0,0.0,0.0,Willey Delangleton,train,2,G,604,S,0,889.0,1
3441,Earth,1,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,Deandy Trankliney,train,1,G,600,P,0,0.0,0
3442,Earth,0,55 Cancri e,35.0,0,432.0,0.0,377.0,0.0,0.0,Brie Loverceson,train,1,G,601,P,0,809.0,1
3443,Earth,0,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,Deanny Loverceson,train,2,G,601,P,1,0.0,0
3444,Earth,1,55 Cancri e,5.0,0,0.0,0.0,0.0,0.0,0.0,Rossie Loverceson,train,3,G,601,P,1,0.0,0
3445,Mars,1,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,Coyal Quart,train,1,F,700,S,0,0.0,0
3446,Mars,0,TRAPPIST-1e,31.0,0,3471.0,0.0,232.0,0.0,0.0,Poot Quart,train,2,F,700,S,0,3703.0,1
3447,Mars,1,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0,Nios Quart,train,3,F,700,S,1,0.0,0
3448,Europa,1,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,Alraida Trattle,train,1,C,133,S,0,0.0,0
3449,Europa,1,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0,Zosmark Trattle,train,2,C,133,S,0,0.0,0
3450,Europa,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Gollux Trattle,train,3,C,133,S,0,0.0,0
3451,Mars,0,TRAPPIST-1e,45.0,0,48.0,1652.0,761.0,138.0,0.0,All Harta,train,1,F,702,S,0,2599.0,1
3452,Mars,0,PSO J318.5-22,33.0,0,33.0,397.0,354.0,0.0,0.0,Cowl Harta,train,2,D,116,S,0,784.0,1
3453,Earth,1,PSO J318.5-22,2.0,0,0.0,0.0,0.0,0.0,0.0,Jasony Hubbarton,train,1,G,602,P,1,0.0,0
3454,Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,Tamie Hubbarton,train,2,G,602,P,1,0.0,0
3455,Earth,0,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,Vane Hubbarton,train,3,G,602,P,1,0.0,0
3456,Earth,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,Hen Hubbarton,train,4,G,602,P,0,0.0,0
3457,Earth,0,TRAPPIST-1e,18.0,0,18.0,2.0,1769.0,1.0,2.0,Fredy Batestonley,train,1,G,603,P,0,1792.0,1
3458,Mars,0,TRAPPIST-1e,28.0,1,1193.0,0.0,2509.0,0.0,0.0,Spros Mone,train,1,F,0,S,0,3702.0,1
3459,Mars,1,TRAPPIST-1e,45.0,0,0.0,0.0,0.0,0.0,0.0,Gocock Mone,train,2,F,704,S,0,0.0,0
3460,Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Yvonna Mcdowns,train,1,G,609,S,0,0.0,0
3461,Earth,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Brence Bardina,train,1,G,604,P,0,0.0,0
3462,Earth,1,PSO J318.5-22,16.0,0,0.0,0.0,0.0,0.0,0.0,Dianya Roachoanand,train,1,G,612,S,0,0.0,0
3463,Earth,1,PSO J318.5-22,40.0,0,0.0,0.0,0.0,0.0,0.0,Alasmon Meteet,train,1,G,605,P,0,0.0,0
3464,Europa,1,55 Cancri e,5.0,0,0.0,0.0,0.0,0.0,0.0,Sheleon Scoudelle,train,1,A,43,S,1,0.0,0
3465,Europa,0,TRAPPIST-1e,29.0,0,0.0,8444.0,0.0,2989.0,8735.0,Alasmon Meteet,train,2,A,43,S,0,20168.0,1
3466,Europa,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,Luxonon Scoudelle,train,3,A,43,S,0,0.0,0
3467,Europa,0,55 Cancri e,27.0,0,3340.0,588.0,0.0,173.0,71.0,Duhra Scoudelle,train,4,A,43,S,0,4172.0,1
3468,Europa,0,TRAPPIST-1e,34.0,1,0.0,4.0,0.0,685.0,1779.0,Dilatik Semootor,train,1,D,118,S,0,2468.0,1
3469,Earth,1,PSO J318.5-22,15.0,0,0.0,0.0,0.0,0.0,0.0,Mollen Bairdford,train,1,G,606,P,0,0.0,0
3470,Europa,0,TRAPPIST-1e,43.0,0,2.0,3846.0,0.0,3.0,346.0,Zedarga Reeddommy,train,1,D,119,S,0,4197.0,1
3471,Europa,0,55 Cancri e,30.0,0,0.0,787.0,116.0,1924.0,2.0,Shail Reeddommy,train,2,D,119,S,0,2829.0,1
3472,Europa,0,TRAPPIST-1e,61.0,0,328.0,5193.0,0.0,20.0,533.0,Genif Amincrerus,train,1,B,145,S,0,6074.0,1
3473,Earth,0,TRAPPIST-1e,48.0,0,0.0,0.0,632.0,250.0,0.0,Ryany Bucklandez,train,1,G,614,S,0,882.0,1
3474,Earth,1,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0,Ellana Bucklandez,train,2,G,614,S,0,0.0,0
3475,Earth,0,TRAPPIST-1e,19.0,0,0.0,312.0,2.0,76.0,418.0,Francy Johnsby,train,1,G,615,S,0,808.0,1
3476,Europa,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,Tabik Pulgaly,train,1,B,117,P,0,0.0,0
3477,Earth,1,55 Cancri e,2.0,0,0.0,0.0,0.0,0.0,0.0,Luzel Hickett,train,1,G,607,P,1,0.0,0
3478,Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Paulia Hickett,train,2,G,607,P,0,0.0,0
3479,Earth,0,TRAPPIST-1e,19.0,0,0.0,827.0,5.0,55.0,0.0,Lyny Jenningley,train,1,G,616,S,0,887.0,1
3480,Mars,0,PSO J318.5-22,34.0,1,0.0,490.0,869.0,0.0,0.0,Denuts Ropie,train,1,E,249,S,0,1359.0,1
3481,Earth,0,TRAPPIST-1e,19.0,0,0.0,2.0,14.0,755.0,0.0,Ellena Mckinsond,train,1,G,608,P,0,771.0,1
3482,Europa,0,TRAPPIST-1e,39.0,0,0.0,2576.0,0.0,234.0,237.0,Achium Entratable,train,1,B,118,P,0,3047.0,1
3483,Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Lesat Brakebarne,train,2,B,118,P,0,0.0,0
3484,Europa,0,TRAPPIST-1e,53.0,0,0.0,3377.0,0.0,193.0,5563.0,Dsch Brakebarne,train,3,B,118,P,0,9133.0,1
3485,Europa,1,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,Tabiton Ambleetive,train,4,B,118,P,0,0.0,0
3486,Mars,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Pot Gin,train,1,F,774,P,0,0.0,0
3487,Europa,1,55 Cancri e,45.0,0,0.0,0.0,0.0,0.0,0.0,Enibik Fordulgaug,train,1,B,119,P,0,0.0,0
3488,Europa,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,Gimpus Fordulgaug,train,2,B,119,P,0,0.0,0
3489,Earth,0,TRAPPIST-1e,18.0,0,64.0,0.0,3.0,3440.0,5.0,Antone Mayods,train,1,F,775,P,0,3512.0,1
3490,Earth,0,TRAPPIST-1e,48.0,0,396.0,0.0,0.0,0.0,297.0,Leony Mayods,train,2,G,610,P,0,693.0,1
3491,Earth,0,TRAPPIST-1e,24.0,0,0.0,274.0,594.0,35.0,658.0,Ambert Ericksonga,train,1,F,0,S,0,1561.0,1
3492,Europa,0,TRAPPIST-1e,52.0,0,0.0,5.0,0.0,108.0,1788.0,Tarrak Femoused,train,1,D,120,S,0,1901.0,1
3493,Earth,0,55 Cancri e,55.0,0,0.0,519.0,131.0,63.0,3.0,Alasmon Meteet,train,1,F,776,P,0,716.0,1
3494,Earth,1,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,Naomin Sterson,train,1,G,611,P,0,0.0,0
3495,Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Stendy Gallencis,train,1,F,0,S,0,0.0,0
3496,Earth,1,PSO J318.5-22,8.0,0,0.0,0.0,0.0,0.0,0.0,Alasmon Meteet,train,2,G,612,P,1,0.0,0
3497,Mars,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Blus Snoaf,train,1,F,707,S,0,0.0,0
3498,Earth,1,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,0.0,0.0,Loresa Hubbarrison,train,1,G,617,S,0,0.0,0
3499,Earth,0,TRAPPIST-1e,18.0,0,381.0,4.0,0.0,0.0,368.0,Ianya Litthews,train,1,G,618,S,0,753.0,1
3500,Earth,1,PSO J318.5-22,23.0,0,0.0,0.0,0.0,0.0,0.0,Oraine Litthews,train,2,G,618,S,0,0.0,0
3501,Earth,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Elene Hendrys,train,1,G,619,S,0,0.0,0
3502,Earth,1,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,Paulia Kennetty,train,1,G,613,P,0,0.0,0
3503,Earth,0,55 Cancri e,45.0,0,824.0,2196.0,385.0,19.0,1113.0,Nuscham Stingive,train,1,E,222,P,0,4537.0,1
3504,Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Jayrin Cle,train,1,F,709,S,0,0.0,0
3505,Europa,0,55 Cancri e,44.0,0,0.0,280.0,112.0,0.0,9244.0,Sadaton Alenat,train,1,B,146,S,0,9636.0,1
3506,Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,717.0,0.0,0.0,Jonaye Rushing,train,1,F,710,S,0,717.0,1
3507,Mars,0,TRAPPIST-1e,47.0,0,1037.0,0.0,258.0,4.0,0.0,Guar Stead,train,1,E,251,S,0,1299.0,1
3508,Earth,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,Deandy Anthompson,train,1,G,615,P,0,0.0,0
3509,Europa,0,TRAPPIST-1e,28.0,0,80.0,828.0,0.0,4494.0,4269.0,Mesarid Pinoffent,train,1,B,120,P,0,9671.0,1
3510,Earth,0,55 Cancri e,8.0,0,0.0,0.0,0.0,0.0,0.0,Tarah Castron,train,1,G,616,P,1,0.0,0
3511,Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,422.0,0.0,0.0,Tany Castron,train,2,F,777,P,0,422.0,1
3512,Earth,0,PSO J318.5-22,22.0,0,2.0,257.0,348.0,2.0,0.0,Ivanna Prestonard,train,1,F,711,S,0,609.0,1
3513,Earth,0,TRAPPIST-1e,42.0,0,55.0,0.0,1503.0,0.0,0.0,Joeula Prestonard,train,2,F,711,S,0,1558.0,1
3514,Earth,0,PSO J318.5-22,23.0,0,0.0,552.0,44.0,0.0,661.0,Wena Prestonard,train,3,F,711,S,0,1257.0,1
3515,Earth,0,TRAPPIST-1e,30.0,0,513.0,0.0,0.0,0.0,317.0,Wayney Willy,train,1,F,778,P,0,830.0,1
3516,Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Nelly Willy,train,2,G,617,P,0,0.0,0
3517,Earth,0,TRAPPIST-1e,35.0,0,227.0,117.0,394.0,9.0,56.0,Dorah Willy,train,3,F,778,P,0,803.0,1
3518,Mars,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,Coate Buche,train,1,F,712,S,0,0.0,0
3519,Mars,1,TRAPPIST-1e,46.0,0,0.0,0.0,0.0,0.0,0.0,Colax Killé,train,2,F,712,S,0,0.0,0
3520,Europa,0,TRAPPIST-1e,29.0,0,2.0,407.0,4509.0,1433.0,9.0,Sinon Gearitte,train,1,C,134,S,0,6360.0,1
3521,Europa,1,55 Cancri e,35.0,0,0.0,0.0,0.0,0.0,0.0,Mareson Clunic,train,1,B,147,S,0,0.0,0
3522,Earth,0,TRAPPIST-1e,48.0,0,0.0,21.0,0.0,0.0,786.0,Geneen Morrencis,train,1,F,713,S,0,807.0,1
3523,Earth,0,TRAPPIST-1e,24.0,0,1.0,677.0,13.0,10.0,0.0,Ambert Tranciams,train,1,F,714,S,0,701.0,1
3524,Europa,0,TRAPPIST-1e,38.0,0,821.0,960.0,0.0,27.0,321.0,Sabit Spirfuent,train,1,A,44,S,0,2129.0,1
3525,Earth,0,55 Cancri e,51.0,0,183.0,0.0,1.0,0.0,1103.0,Hilly Wolffy,train,1,F,780,P,0,1287.0,1
3526,Earth,0,TRAPPIST-1e,77.0,0,0.0,0.0,131.0,3981.0,108.0,Ale Morrencis,train,1,G,618,P,0,4220.0,1
3527,Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,Viviay Hanner,train,1,G,619,P,0,0.0,0
3528,Mars,0,TRAPPIST-1e,38.0,1,0.0,0.0,1355.0,0.0,0.0,Fispot Birt,train,1,E,252,S,0,1355.0,1
3529,Mars,0,TRAPPIST-1e,42.0,0,913.0,4.0,1.0,1465.0,0.0,Quan Birt,train,2,D,121,S,0,2383.0,1
3530,Mars,1,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,Sugard Prie,train,1,F,716,S,0,0.0,0
3531,Mars,0,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,Smals Prie,train,2,F,716,S,1,0.0,0
3532,Mars,0,TRAPPIST-1e,18.0,0,132.0,75.0,849.0,0.0,0.0,Guls Prie,train,3,D,122,S,0,1056.0,1
3533,Mars,0,TRAPPIST-1e,25.0,0,519.0,0.0,284.0,0.0,0.0,Pikes Sesa,train,1,D,127,P,0,803.0,1
3534,Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,Juane Popelazquez,train,1,G,620,S,0,0.0,0
3535,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Trick Meyersones,train,1,G,620,P,0,0.0,0
3536,Earth,1,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,Troyra Moodsey,train,1,G,622,S,0,0.0,0
3537,Europa,1,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,Muonus Clinarfork,train,1,C,136,S,0,0.0,0
3538,Europa,0,55 Cancri e,33.0,0,90.0,26830.0,0.0,27.0,703.0,Dhena Semageary,train,1,B,121,P,0,27650.0,1
3539,Europa,0,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Kleeiak Couseced,train,1,B,122,P,0,0.0,0
3540,Europa,1,TRAPPIST-1e,67.0,0,0.0,0.0,0.0,0.0,0.0,Castra Exibuctich,train,1,E,253,S,0,0.0,0
3541,Earth,0,55 Cancri e,27.0,0,0.0,0.0,0.0,36.0,437.0,Mayne Leblanchez,train,1,G,622,P,0,473.0,1
3542,Mars,0,TRAPPIST-1e,33.0,0,25.0,0.0,1376.0,604.0,0.0,Sts Welte,train,1,F,782,P,0,2005.0,1
3543,Earth,0,TRAPPIST-1e,18.0,0,0.0,17.0,0.0,0.0,784.0,Vivia Harry,train,1,F,783,P,0,801.0,1
3544,Earth,0,TRAPPIST-1e,36.0,0,357.0,0.0,114.0,0.0,0.0,Frandy Pacerty,train,1,F,784,P,0,471.0,1
3545,Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Benew Barnolaney,train,1,G,623,S,0,0.0,0
3546,Earth,0,TRAPPIST-1e,51.0,0,406.0,0.0,53.0,0.0,350.0,Tera Trankliney,train,1,G,624,S,0,809.0,1
3547,Mars,1,TRAPPIST-1e,54.0,0,0.0,0.0,0.0,0.0,0.0,Fisps Frasp,train,1,F,786,P,0,0.0,0
3548,Mars,0,TRAPPIST-1e,33.0,0,3361.0,0.0,13.0,15.0,0.0,Sters Frasp,train,2,D,128,P,0,3389.0,1
3549,Earth,0,TRAPPIST-1e,18.0,0,14.0,651.0,11.0,17.0,0.0,Sonnie Floways,train,1,F,717,S,0,693.0,1
3550,Europa,1,TRAPPIST-1e,57.0,0,0.0,0.0,0.0,0.0,0.0,Etair Calazy,train,1,D,129,P,0,0.0,0
3551,Earth,0,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,724.0,80.0,Tarah Patteraley,train,1,F,787,P,0,804.0,1
3552,Earth,0,TRAPPIST-1e,24.0,0,58.0,0.0,4.0,789.0,54.0,Scotte Carterson,train,1,E,225,P,0,905.0,1
3553,Mars,0,TRAPPIST-1e,20.0,0,984.0,1.0,921.0,0.0,0.0,Poselk Reste,train,1,E,226,P,0,1906.0,1
3554,Earth,0,TRAPPIST-1e,32.0,0,0.0,600.0,80.0,0.0,18.0,Rankie Hoodgers,train,1,F,0,S,0,698.0,1
3555,Mars,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,Unchal Ecre,train,1,F,790,P,0,0.0,0
3556,Earth,0,PSO J318.5-22,18.0,0,0.0,2.0,0.0,0.0,867.0,Violan Mcphernard,train,1,F,0,S,0,869.0,1
3557,Earth,0,PSO J318.5-22,41.0,0,0.0,122.0,0.0,104.0,486.0,Lyny Mcinton,train,1,F,718,S,0,712.0,1
3558,Mars,0,TRAPPIST-1e,27.0,0,1192.0,0.0,0.0,0.0,0.0,Crisp Spore,train,1,F,719,S,0,1192.0,1
3559,Earth,0,PSO J318.5-22,49.0,0,0.0,51.0,101.0,50.0,0.0,Byront Mclardson,train,1,G,625,S,0,202.0,1
3560,Earth,0,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,1565.0,224.0,Fanna Navages,train,1,G,626,S,0,1789.0,1
3561,Earth,0,55 Cancri e,34.0,0,71.0,0.0,242.0,393.0,0.0,Racey Powery,train,1,G,627,S,0,706.0,1
3562,Mars,0,TRAPPIST-1e,73.0,0,799.0,0.0,190.0,68.0,0.0,Pikes Nan,train,1,D,123,S,0,1057.0,1
3563,Earth,0,TRAPPIST-1e,40.0,0,1387.0,614.0,1564.0,5.0,0.0,Bonyam Litthews,train,1,G,627,P,0,3570.0,1
3564,Earth,0,PSO J318.5-22,63.0,0,1.0,897.0,0.0,0.0,8.0,Berna Tersony,train,1,E,255,S,0,906.0,1
3565,Mars,0,TRAPPIST-1e,21.0,0,1060.0,0.0,91.0,0.0,0.0,Alasmon Meteet,train,1,F,723,S,0,1151.0,1
3566,Earth,0,TRAPPIST-1e,21.0,0,28.0,580.0,0.0,0.0,236.0,Billya Estiagosen,train,1,E,227,P,0,844.0,1
3567,Mars,0,TRAPPIST-1e,23.0,0,418.0,4.0,627.0,0.0,0.0,Puffes Kine,train,1,E,228,P,0,1049.0,1
3568,Mars,0,TRAPPIST-1e,31.0,0,1049.0,31.0,227.0,2.0,0.0,Goldch Kashe,train,1,F,793,P,0,1309.0,1
